src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,packets_per_second,bytes_per_second,mean_packet_size,std_packet_size,mean_interarrival,std_interarrival,cv_interarrival,dst_port_count,dst_host_count,dst_connection_count,src_dst_byte_ratio,dns_query_length,dns_entropy,label
192.168.1.100,8.8.8.8,54009,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,56302,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,9758,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,58014,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,4484,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,42417,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,40342,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,27795,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,39045,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,42594,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,34975,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,46270,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,48692,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,64431,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,63104,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,64526,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,47155,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,5265,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,55713,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,6300,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,33457,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,44936,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,36444,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,52242,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,31850,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,5195,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,28218,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,14533,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,28718,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,12151,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,25685,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,56556,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,52696,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,26355,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,55348,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,12831,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,18935,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,28848,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,36106,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,4625,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,38509,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,19823,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,49343,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,32914,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,50412,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,47368,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,12229,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,33647,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,41054,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,49785,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,64402,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,17237,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,43285,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,7365,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,50709,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,5175,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,39247,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,47392,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,64383,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,17745,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,32681,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,32944,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,12481,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,8412,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,23018,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,57568,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,6040,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,21280,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,2056,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,26092,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,9127,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,38581,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,17551,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,55423,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,54198,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,51868,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,43309,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,18598,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,45074,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,13465,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,63474,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,39049,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,46512,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,7884,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,12403,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,36111,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,53595,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,12354,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,56374,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,52225,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,62512,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,33059,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,52863,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,7520,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,16295,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,27104,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,4876,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,35004,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,20293,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,38390,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,30475,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,57986,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,36709,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,15349,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,46041,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,38770,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,1229,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,28646,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,46371,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,63309,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,58477,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,29964,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,26203,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,46176,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,39842,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,34136,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,21448,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,44225,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,16719,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,9849,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,8636,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,15512,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,37790,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,54768,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,30106,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,30582,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,54320,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,29211,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,52088,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,48138,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,62237,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,44755,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,57565,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,34066,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,11094,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,23944,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,16595,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,1438,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,49219,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,21402,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,55681,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,7933,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,2860,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,13412,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,48227,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,17392,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,8091,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,40354,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,17382,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,19738,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,30400,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,31569,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,55232,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,5087,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,1809,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,39752,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,53394,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
